t	1.025	1.075	1.125	1.175	1.225	1.275	1.325	1.375	1.425	1.475	1.525	1.575	1.625	1.675	1.725	1.775	1.825	1.875	1.925	1.975	2.025	2.075	2.125	2.175	2.225	2.275	2.325	2.375	2.425	2.475	2.525	2.575	2.625	2.675	2.725	2.775	2.825	2.875	2.925	2.975
10.01	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.02	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.03	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.04	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.05	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10.06	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10.07	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10.08	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.09	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.11	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.12	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.13	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.14	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.15	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.16	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.17	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.18	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.19	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2	1	2	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.21	1	2	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.22	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.23	2	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.24	2	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.25	3	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.26	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.27	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.28	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.29	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.3	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.31	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.32	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.33	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.34	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.35	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.36	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.37	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.38	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.39	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.4	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.41	2	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.42	2	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.43	3	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.44	3	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.45	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.46	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.47	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.48	3	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.49	3	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.5	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.51	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.52	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.53	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.54	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.55	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.56	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.57	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.58	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.59	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.61	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.62	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.63	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10.64	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.65	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.66	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.67	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.68	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.69	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.7	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.71	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.72	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.73	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.74	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.75	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.76	0	1	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.77	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.78	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.79	0	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.8	3	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.81	3	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.82	3	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.83	2	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10.84	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.85	2	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.86	2	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.87	3	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10.88	3	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.89	2	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.9	2	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.91	3	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.92	3	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10.93	4	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
