0	1	0
0.002	1	4.73745e-07
0.004	1.00001	1.88816e-06
0.006	1.00002	4.22287e-06
0.008	1.00004	7.44426e-06
0.01	1.00007	1.15059e-05
0.012	1.0001	1.63494e-05
0.014	1.00013	2.1905e-05
0.016	1.00017	2.80925e-05
0.018	1.00022	3.48231e-05
0.02	1.00027	4.19996e-05
0.022	1.00032	4.95189e-05
0.024	1.00038	5.72725e-05
0.026	1.00044	6.51489e-05
0.028	1.00051	7.30346e-05
0.03	1.00058	8.08161e-05
0.032	1.00065	8.83812e-05
0.034	1.00073	9.56212e-05
0.036	1.00081	0.000102432
0.038	1.00089	0.000108714
0.04	1.00098	0.000114379
0.042	1.00106	0.000119344
0.044	1.00115	0.000123539
0.046	1.00124	0.000126901
0.048	1.00133	0.000129384
0.05	1.00142	0.000130951
0.052	1.00152	0.000131579
0.054	1.00161	0.000131261
0.056	1.0017	0.000129999
0.058	1.00179	0.000127813
0.06	1.00188	0.000124735
0.062	1.00197	0.000120807
0.064	1.00206	0.000116087
0.066	1.00214	0.000110644
0.068	1.00223	0.000104554
0.07	1.00231	9.79067e-05
0.072	1.00239	9.0797e-05
0.074	1.00246	8.33274e-05
0.076	1.00253	7.56057e-05
0.078	1.0026	6.77429e-05
0.08	1.00267	5.98522e-05
0.082	1.00273	5.20475e-05
0.084	1.00278	4.44409e-05
0.086	1.00284	3.71422e-05
0.088	1.00288	3.02563e-05
0.09	1.00293	2.38823e-05
0.092	1.00296	1.81121e-05
0.094	1.003	1.30287e-05
0.096	1.00302	8.70518e-06
0.098	1.00305	5.20383e-06
0.1	1.00306	2.57496e-06
0.102	1.00307	8.56374e-07
0.104	1.00308	7.27403e-08
0.106	1.00308	2.35275e-07
0.108	1.00307	1.34157e-06
0.11	1.00306	3.37563e-06
0.112	1.00305	6.30811e-06
0.114	1.00303	1.00967e-05
0.116	1.003	1.46869e-05
0.118	1.00297	2.00125e-05
0.12	1.00293	2.59969e-05
0.122	1.00289	3.25538e-05
0.124	1.00284	3.9589e-05
0.126	1.00279	4.7001e-05
0.128	1.00273	5.46834e-05
0.13	1.00267	6.25254e-05
0.132	1.0026	7.04143e-05
0.134	1.00254	7.82366e-05
0.136	1.00246	8.58797e-05
0.138	1.00239	9.32336e-05
0.14	1.00231	0.000100193
0.142	1.00223	0.000106657
0.144	1.00214	0.000112533
0.146	1.00205	0.000117736
0.148	1.00197	0.000122192
0.15	1.00188	0.000125836
0.152	1.00178	0.000128617
0.154	1.00169	0.000130493
0.156	1.0016	0.000131438
0.158	1.0015	0.000131439
0.16	1.00141	0.000130495
0.162	1.00132	0.000128619
0.164	1.00123	0.000125839
0.166	1.00113	0.000122195
0.168	1.00104	0.000117738
0.17	1.00096	0.000112534
0.172	1.00087	0.000106656
0.174	1.00079	0.00010019
0.176	1.00071	9.32286e-05
0.178	1.00063	8.58715e-05
0.18	1.00055	7.82249e-05
0.182	1.00048	7.03989e-05
0.184	1.00041	6.2506e-05
0.186	1.00035	5.46601e-05
0.188	1.00029	4.69741e-05
0.19	1.00024	3.95587e-05
0.192	1.00019	3.25207e-05
0.194	1.00014	2.59617e-05
0.196	1.0001	1.99761e-05
0.198	1.00007	1.46503e-05
0.2	1.00004	1.0061e-05
0.202	1.00001	6.2744e-06
0.204	0.999995	3.34522e-06
0.206	0.999982	1.31569e-06
0.208	0.999975	2.15141e-07
0.21	0.999974	5.94786e-08
0.212	0.999978	8.51005e-07
0.214	0.999988	2.57836e-06
